status,model,model_stem,imgsz,run_name,onnx_name,best_conf,precision,recall,f1,avg_ms,weights_path,onnx_path,summary_json,summary_csv,error
ok,yolov8n.pt,yolov8n,640,sanzhan_plot_det_yolov8n,sanzhan_plot_det_yolov8n_640,0.1,0.8095,0.85,0.8293,41.864,D:\pytest1\game_assistant\ai_tile_mvp\projects\sanzhan_plot\outputs\train\sanzhan_plot_det_yolov8n\weights\best.pt,D:\pytest1\game_assistant\ai_tile_mvp\projects\sanzhan_plot\models\detector\sanzhan_plot_det_yolov8n_640.onnx,D:\pytest1\game_assistant\ai_tile_mvp\projects\sanzhan_plot\outputs\detection_experiments\benchmark\sanzhan_plot_det_yolov8n_640\summary.json,D:\pytest1\game_assistant\ai_tile_mvp\projects\sanzhan_plot\outputs\detection_experiments\benchmark\sanzhan_plot_det_yolov8n_640\summary.csv,
